Income,Tenure,MonthlyCharge,Bandwidth_GB_Year
-0.39877774033771896,-1.0487462125145348,-0.003942558795863967,-1.138487026758293
-0.6419544475336846,-1.2620011592580802,1.6303258974820913,-1.1858758365750726
-1.07088496294323,-0.709939803296579,-0.29522481741427764,-0.6121377506525425
-0.740524915554176,-0.6595239638828064,-1.2265210716378776,-0.5618571466817585
0.009477921370873651,-1.2425512017143743,-0.5280857047971815,-1.4281844686402452
-0.6080721568450029,-1.0409751428135001,0.2883698820424217,-1.0767888928661473
-1.00499743131954,-0.8051442122278709,0.6402676647225805,-0.6796212586964383
-0.4626942456000044,-1.1444758337339471,-1.3430982633741453,-1.1041299460065446
0.6676801523191915,-0.9948475885163598,-1.2844669060845046,-0.9516201278501973
0.3696817477171092,-1.1763258177700682,-0.23618767028397689,-1.319603139560853
-0.6108914550769511,-0.5770772231059956,0.05433745551954222,-0.3036692559674181
-0.7612036701709215,-0.9078143071046398,-0.527764868835358,-1.012157858334297
1.5555488005587546,-0.8136641324836795,-0.8193965142531648,-1.0049277035553403
2.670625225254079,-0.6673905557377415,0.28752742274395915,-0.6606519202176776
0.8670630510548126,-0.9252790723682481,-0.2948056836666627,-0.8283261280844844
1.746706795659964,-0.7811957463028438,0.11704315239957072,-0.7103868401018525
-0.28893823584972883,-0.7088806634846492,0.5202835849094483,-0.604966841184781
0.15376286693651808,-1.218636000354586,0.6999856072733608,-1.1487550410882605
-0.019319702896465674,-0.6586643495147995,-0.46887827730447623,-0.7135525973023463
-0.7203281013521748,-0.8214296515667315,-0.5281706586760181,-0.6581869982279508
-0.006479661250661224,-0.5321993969828047,0.28768908662194215,-0.48601005518490786
0.20949844252423616,-1.2143752859646828,-1.0509561028982644,-1.280548499448172
-0.4384947371660538,-1.054162420093918,-1.1099082961497284,-1.2261101571312558
1.4147094275241294,-0.9826308773775781,-0.5280857047971815,-1.1197956245812268
-0.40025547816570994,-1.0875153205165573,-0.2355068748634973,-1.1539420665647315
-0.9662957364834148,-1.1485071989623208,-1.866975020280065,-1.1980894716016361
-1.1009340719225875,-0.9122140515257888,1.164975772648398,-0.8630365474292174
0.1445393288591926,-1.25308568712767,-0.7601890867604595,-1.360658197363495
-1.039927649841606,-1.2516498984328337,0.640588500684404,-0.9760846270524461
-0.22569056033152565,-1.100544923191214,1.9800783851314638,-0.7538103880389817
0.1268369729922258,-0.8866023841903011,1.3385895268468702,-0.7307735469823262
-0.6387943511129437,-1.1701197658139526,-0.5853507438233292,-1.327056348209172
0.43100095231891816,-1.1269605980785402,1.3385895268468702,-1.0883965188612057
-0.49168656102826686,-0.515357688285214,0.05433745551954222,-0.325637960287283
-1.0140727345967455,-1.1744634661179154,2.2132683523558807,-1.0573597060308366
-1.1179186592837098,-1.098550980314668,-0.2361743263770214,-0.9987162631662837
-1.05296770207896,-1.1804516554861881,1.3359816663294255,-1.1416648784921675
-0.12687610775964053,-1.0349026237845231,-0.7597302473211176,-0.9387813135210594
-0.5110017682611331,-0.9333207387803955,0.2873682506601193,-1.0426335806062994
0.3734088954426154,-0.6990525517323531,-0.5857107032819852,-0.8522085595627125
-0.0565830236912344,-0.9585756452581669,-0.0038881119294389916,-0.9528729024515141
0.4638661678718479,-1.1921811278961985,-1.517032853534441,-1.1438136302193977
-0.9859953612362096,-1.1573343176802533,1.9216367069380744,-1.0373304772544547
-0.5573453571350253,-0.6038404254573242,0.461841906716059,-0.6295261730645956
-0.8748334462945169,-0.9729992408161331,1.6303258974820913,-0.9059206478209695
0.519582593509311,-0.9132841365325185,1.6895333249747972,-0.7695693630372736
3.27355644422271,-0.4639909371848937,0.2873682506601193,-0.4610389376855131
-0.08684136360856051,-0.9492204971909545,0.5212132337151381,-0.9968953665672087
-0.4706904137174844,-1.0122593134363107,-1.5756974890841853,-1.2137782923297118
1.2987887499441337,-0.8682032012376165,-1.866209270980749,-1.141491117095143
-1.2463268775733396,-1.179286103995116,0.28771763745951173,-1.0827246866446159
0.1423452410401909,-1.028197013600445,0.35004344052773684,-0.987603634487446
-0.050193323622902165,-1.0982504698011073,-0.527764868835358,-1.219561571144557
0.1535781053794307,-1.2470210102072885,-0.06241474400166477,-1.3451806654628662
-0.9022561750593073,-0.84890345578031,-0.2939743326467642,-0.9590338784769216
0.7997935313544056,-0.7767841860936733,-0.9935207835097114,-0.7101059477125631
1.5188014645347383,-0.9440689105057617,-1.3430982633741453,-0.9463779442668685
-0.8552465934710002,-1.0511123200381538,-0.7011778356590141,-1.113956572196924
-0.8950199762639738,-0.7112042140138669,1.1067043748174135,-0.6971845015002373
